DESTPORT;PROTOCOL;SERVICE;SERVICE
53832;TCP;RDP;1
53834;UDP;STUN;2
53838;TCP;RDP;1
53848;UDP;BitTorrent;1
53850;UDP;Unknown;1
53851;TCP;RDP;1
53859;UDP;STUN;1
53861;TCP;BitTorrent;3
53861;UDP;BitTorrent;1
53861;UDP;Unknown;1
53864;TCP;RDP;1
53871;UDP;GoogleHangoutDuo;1
53878;TCP;Unknown;1
53878;UDP;STUN;2
53878;UDP;Signal;1
53878;UDP;Unknown;1
53882;TCP;Unknown;1
53882;UDP;BitTorrent;1
53886;UDP;Signal;2
53892;UDP;STUN;2
53895;TCP;RDP;1
53901;TCP;RDP;1
53904;UDP;STUN;2
53905;UDP;STUN;2
53910;UDP;STUN;2
53915;UDP;BitTorrent;1
53916;TCP;RDP;1
53926;UDP;BitTorrent;1
53935;UDP;Signal;1
53936;UDP;STUN;1
53940;TCP;RDP;1
53946;TCP;Unknown;1
53946;UDP;BitTorrent;1
53947;TCP;MsSQL-TDS;1
53947;UDP;BitTorrent;1
53949;UDP;STUN;2
53952;UDP;STUN;1
53959;TCP;RDP;1
53964;UDP;STUN;1
53970;UDP;Signal;1
53971;UDP;BitTorrent;1
53971;UDP;STUN;1
53972;TCP;RDP;1
53973;TCP;Unknown;1
53973;UDP;BitTorrent;1
53974;UDP;BitTorrent;1
53974;UDP;STUN;2
53984;TCP;RDP;1
53984;UDP;BitTorrent;1
53986;UDP;BitTorrent;1
53995;UDP;STUN;2
53999;UDP;BitTorrent;2
54002;TCP;SSH;1
54004;UDP;STUN;2
54007;UDP;STUN;1
54007;UDP;Signal;1
54017;UDP;BitTorrent;1
54018;TCP;TLS;1
54018;TCP;Unknown;3
54018;UDP;BitTorrent;1
54019;UDP;STUN;1
54021;UDP;GoogleHangoutDuo;2
54023;TCP;Unknown;2
54023;UDP;BitTorrent;1
54027;TCP;RDP;1
54028;TCP;MsSQL-TDS;1
54030;TCP;RDP;1
54031;TCP;RDP;1
54032;TCP;RDP;1
54045;TCP;Unknown;1
54048;UDP;BitTorrent;1
54062;TCP;RDP;1
54064;TCP;RDP;1
54064;UDP;GoogleHangoutDuo;2
54066;UDP;STUN;1
54073;UDP;Signal;1
54077;UDP;Signal;2
54079;UDP;STUN;2
54087;UDP;STUN;2
54088;UDP;STUN;1
54094;UDP;Signal;2
54095;UDP;BitTorrent;2
54110;UDP;Unknown;2
54113;UDP;STUN;1
54115;UDP;STUN;1
54116;UDP;STUN;2
54120;TCP;Unknown;1
54120;UDP;Unknown;1
54123;TCP;Unknown;1
54123;UDP;Unknown;1
54125;UDP;BitTorrent;1
54125;UDP;Unknown;1
54126;UDP;Signal;2
54130;TCP;SSH;1
54130;UDP;STUN;2
54132;UDP;STUN;1
54134;UDP;Signal;1
54140;UDP;Signal;2
54141;UDP;STUN;2
54150;UDP;BitTorrent;2
54158;TCP;SSH;1
54161;TCP;RDP;1
54163;UDP;GoogleHangoutDuo;1
54164;TCP;Unknown;1
54164;UDP;BitTorrent;1
54165;TCP;RDP;1
54167;TCP;Unknown;1
54167;UDP;Unknown;1
54169;UDP;STUN;2
54172;TCP;Unknown;1
54172;UDP;BitTorrent;1
54180;UDP;STUN;3
54181;UDP;BitTorrent;1
54181;UDP;Signal;2
54184;TCP;RDP;1
54189;UDP;BitTorrent;1
54195;UDP;STUN;2
54200;UDP;BitTorrent;1
54201;UDP;BitTorrent;1
54213;UDP;BitTorrent;3
54220;TCP;Unknown;1
54221;TCP;Unknown;1
54221;UDP;STUN;2
54222;TCP;Unknown;1
54224;TCP;Unknown;1
54224;UDP;BitTorrent;1
54232;UDP;BitTorrent;1
54236;UDP;STUN;2
54237;TCP;Unknown;1
54237;UDP;BitTorrent;1
54239;TCP;BitTorrent;1
54243;TCP;HTTP;1
54245;UDP;STUN;2
54247;TCP;Unknown;1
54247;UDP;BitTorrent;2
54249;UDP;STUN;1
54256;UDP;STUN;2
54262;UDP;BitTorrent;2
54267;UDP;STUN;2
54271;UDP;BitTorrent;1
54277;UDP;BitTorrent;1
54281;TCP;RDP;1
54301;UDP;BitTorrent;1
54303;UDP;STUN;2
54303;UDP;Signal;1
54308;UDP;STUN;1
54311;UDP;Signal;2
54312;UDP;BitTorrent;1
54313;TCP;RDP;1
54313;UDP;BitTorrent;2
54320;UDP;Signal;1
54320;UDP;Unknown;1
54323;UDP;GoogleHangoutDuo;1
54323;UDP;STUN;1
54325;TCP;Unknown;4
54325;UDP;BitTorrent;2
54325;UDP;Unknown;1
54328;UDP;BitTorrent;1
54330;TCP;Unknown;1
54330;UDP;BitTorrent;1
54331;UDP;BitTorrent;1
54332;UDP;BitTorrent;1
54341;UDP;BitTorrent;1
54343;UDP;STUN;1
54355;UDP;Signal;2
54365;UDP;BitTorrent;1
54369;UDP;BitTorrent;1
54371;UDP;STUN;2
54379;UDP;Signal;2
54380;UDP;Signal;1
54391;UDP;Signal;2
54396;UDP;BitTorrent;1
54396;UDP;STUN;1
54396;UDP;Signal;1
54397;UDP;STUN;2
54399;UDP;BitTorrent;1
54399;UDP;STUN;2
54399;UDP;Signal;1
54405;TCP;BitTorrent;1
54405;TCP;Unknown;1
54405;UDP;BitTorrent;1
54406;UDP;BitTorrent;2
54406;UDP;STUN;2
54407;UDP;BitTorrent;1
54411;UDP;STUN;1
54430;TCP;Unknown;2
54430;UDP;BitTorrent;4
54431;TCP;MsSQL-TDS;1
54433;UDP;Signal;1
54441;TCP;Unknown;1
54441;UDP;BitTorrent;1
54443;UDP;BitTorrent;1
54453;TCP;RDP;1
54456;TCP;Unknown;1
54456;UDP;Unknown;1
54459;UDP;Signal;1
54471;UDP;BitTorrent;1
54472;TCP;SSH;1
54480;UDP;STUN;2
54486;UDP;BitTorrent;1
54486;UDP;Signal;2
54497;TCP;RDP;1
54526;TCP;RDP;1
54528;UDP;Signal;2
54535;UDP;STUN;1
54535;UDP;Signal;1
54538;TCP;Unknown;1
54538;UDP;BitTorrent;1
54538;UDP;Signal;1
54539;UDP;BitTorrent;1
54543;UDP;STUN;4
54550;UDP;BitTorrent;1
54550;UDP;WhatsAppCall;2
54553;UDP;STUN;2
54554;UDP;BitTorrent;1
54559;UDP;BitTorrent;2
54561;TCP;RDP;1
54561;UDP;BitTorrent;2
54565;UDP;STUN;2
54566;UDP;BitTorrent;3
54577;UDP;Signal;1
54585;TCP;RDP;1
54586;UDP;STUN;1
54587;TCP;Unknown;1
54587;UDP;Unknown;1
54588;UDP;BitTorrent;3
54588;UDP;STUN;2
54590;UDP;BitTorrent;1
54601;TCP;MsSQL-TDS;1
54603;UDP;BitTorrent;1
54604;UDP;BitTorrent;1
54604;UDP;STUN;1
54605;UDP;Signal;1
54607;UDP;STUN;1
54614;UDP;GoogleHangoutDuo;1
54614;UDP;STUN;1
54616;UDP;BitTorrent;1
54618;TCP;RDP;1
54619;TCP;Unknown;1
54619;UDP;BitTorrent;1
54620;UDP;BitTorrent;1
54622;UDP;BitTorrent;1
54627;UDP;STUN;1
54627;UDP;Signal;1
54632;UDP;STUN;2
54634;TCP;RDP;1
54669;UDP;BitTorrent;1
54672;TCP;MsSQL-TDS;1
54674;UDP;GoogleHangoutDuo;1
54674;UDP;Signal;1
54682;TCP;BitTorrent;1
54682;UDP;BitTorrent;1
54689;UDP;BitTorrent;2
54692;UDP;BitTorrent;1
54704;UDP;Signal;1
54715;UDP;BitTorrent;3
54716;UDP;BitTorrent;1
54716;UDP;STUN;1
54717;UDP;STUN;2
54725;UDP;BitTorrent;1
54725;UDP;Signal;2
54728;UDP;Unknown;1
54729;UDP;STUN;1
54730;UDP;GoogleHangoutDuo;1
54735;UDP;BitTorrent;1
54741;UDP;STUN;2
54753;TCP;RDP;1
54755;UDP;STUN;3
54756;TCP;Unknown;3
54756;UDP;Unknown;1
54758;TCP;RDP;1
54761;UDP;STUN;2
54764;UDP;STUN;2
54769;TCP;RDP;1
54772;TCP;Unknown;3
54772;UDP;BitTorrent;1
54773;TCP;RDP;1
54773;UDP;BitTorrent;3
54775;TCP;RDP;1
54777;UDP;STUN;2
54778;TCP;RDP;1
54780;UDP;BitTorrent;1
54785;UDP;BitTorrent;1
54788;TCP;RDP;1
54796;UDP;BitTorrent;4
54797;UDP;BitTorrent;1
54808;UDP;BitTorrent;2
54808;UDP;Signal;2
54811;TCP;RDP;1
54812;UDP;BitTorrent;1
54813;UDP;BitTorrent;4
54820;TCP;Unknown;10
54820;UDP;BitTorrent;2
54820;UDP;Unknown;1
54825;UDP;STUN;1
54828;UDP;STUN;2
54843;UDP;BitTorrent;1
54844;UDP;BitTorrent;1
54850;UDP;STUN;2
54854;UDP;BitTorrent;1
54855;UDP;STUN;2
54859;TCP;Unknown;1
54859;UDP;BitTorrent;1
54866;TCP;Unknown;1
54866;UDP;BitTorrent;1
54867;UDP;BitTorrent;1
54868;UDP;STUN;2
54870;TCP;RDP;1
54872;TCP;RDP;1
54873;UDP;Signal;2
54874;UDP;BitTorrent;2
54881;TCP;Unknown;1
54881;UDP;BitTorrent;1
54882;TCP;RDP;1
54885;UDP;BitTorrent;1
54887;UDP;STUN;2
54889;UDP;BitTorrent;1
54889;UDP;STUN;1
54901;TCP;TLS;1
54908;TCP;Unknown;1
54908;UDP;BitTorrent;1
54908;UDP;Unknown;1
54912;UDP;BitTorrent;1
54912;UDP;STUN;1
54912;UDP;Signal;1
54914;UDP;Signal;2
54918;UDP;Signal;2
54919;TCP;RDP;1
54922;UDP;STUN;1
54924;UDP;STUN;1
54925;UDP;Unknown;1
54927;UDP;STUN;2
54929;UDP;BitTorrent;1
54931;TCP;Unknown;3
54931;UDP;Unknown;1
54934;UDP;BitTorrent;1
54934;UDP;Signal;2
54935;UDP;BitTorrent;1
54937;TCP;SSH;1
54938;UDP;BitTorrent;1
54939;UDP;STUN;1
54940;TCP;Unknown;3
54940;UDP;SkypeCall;1
54943;UDP;BitTorrent;1
54944;TCP;RDP;1
54946;UDP;BitTorrent;1
54953;TCP;RDP;1
54956;UDP;STUN;2
54968;TCP;SSH;1
54972;TCP;BitTorrent;1
54972;TCP;Unknown;3
54972;UDP;BitTorrent;1
54974;TCP;Unknown;1
54974;UDP;BitTorrent;1
54974;UDP;STUN;2
54976;TCP;RDP;2
54979;UDP;STUN;1
54982;UDP;STUN;2
54984;UDP;STUN;2
54985;UDP;STUN;1
54987;UDP;BitTorrent;1
55000;TCP;Unknown;3
55000;UDP;BitTorrent;10
55000;UDP;STUN;1
55001;UDP;STUN;1
55003;TCP;Unknown;1
55003;UDP;Unknown;1
55019;UDP;STUN;2
55020;UDP;BitTorrent;1
55023;UDP;STUN;1
55024;UDP;STUN;2
55025;UDP;Unknown;1
55031;UDP;BitTorrent;5
55033;TCP;Unknown;6
55037;UDP;BitTorrent;2
55039;TCP;HTTP;1
55039;TCP;RDP;1
55042;TCP;Unknown;1
55042;UDP;BitTorrent;1
55043;UDP;STUN;1
55043;UDP;Signal;1
55049;TCP;MsSQL-TDS;1
55051;UDP;BitTorrent;4
55052;TCP;RDP;1
55052;UDP;STUN;1
55052;UDP;Signal;1
55056;UDP;BitTorrent;1
55060;TCP;Unknown;1
55060;UDP;BitTorrent;3
55060;UDP;Unknown;1
55065;TCP;RDP;1
55071;UDP;BitTorrent;2
55080;UDP;BitTorrent;1
55085;UDP;STUN;1
55089;TCP;BitTorrent;1
55089;TCP;Unknown;16
55089;UDP;BitTorrent;6
55092;UDP;BitTorrent;1
55101;TCP;RDP;1
55105;TCP;RDP;1
55109;UDP;BitTorrent;1
55109;UDP;STUN;2
55111;UDP;BitTorrent;12
55112;UDP;BitTorrent;1
55113;UDP;BitTorrent;1
55114;TCP;Unknown;1
55114;UDP;BitTorrent;1
55117;UDP;STUN;2
55121;UDP;BitTorrent;1
55121;UDP;STUN;1
55121;UDP;Signal;1
55124;UDP;STUN;1
55128;TCP;RDP;1
55135;UDP;STUN;1
55140;TCP;RDP;1
55141;UDP;BitTorrent;1
55144;UDP;Signal;1
55145;UDP;BitTorrent;2
55156;UDP;STUN;1
55159;TCP;Unknown;2
55159;UDP;BitTorrent;1
55161;TCP;RDP;1
55163;UDP;BitTorrent;1
55164;TCP;TLS;1
55171;TCP;Unknown;1
55171;UDP;BitTorrent;1
55173;UDP;BitTorrent;1
55173;UDP;STUN;2
55184;UDP;BitTorrent;2
55186;UDP;STUN;2
55187;UDP;BitTorrent;1
55191;UDP;STUN;2
55193;TCP;Unknown;1
55193;UDP;BitTorrent;1
55193;UDP;Unknown;1
55194;UDP;STUN;3
55196;UDP;Signal;2
55201;TCP;Unknown;3
55201;UDP;BitTorrent;1
55201;UDP;Unknown;1
55203;UDP;BitTorrent;2
55205;UDP;STUN;2
55208;UDP;BitTorrent;1
55209;TCP;RDP;1
55209;UDP;STUN;2
55213;TCP;RDP;1
55223;UDP;BitTorrent;2
55226;UDP;BitTorrent;1
55228;UDP;STUN;1
55232;UDP;BitTorrent;2
55249;UDP;GoogleHangoutDuo;2
55256;TCP;MsSQL-TDS;1
55261;TCP;RDP;1
55273;TCP;RDP;1
55279;UDP;BitTorrent;1
55290;UDP;BitTorrent;1
55291;TCP;MsSQL-TDS;1
55297;TCP;Unknown;3
55297;UDP;BitTorrent;1
55308;UDP;BitTorrent;1
55312;TCP;RDP;1
55312;UDP;STUN;2
55314;UDP;BitTorrent;1
55326;TCP;Unknown;4
55326;UDP;BitTorrent;1
55327;TCP;RDP;1
55332;UDP;BitTorrent;2
55335;UDP;Signal;1
55338;TCP;Unknown;1
55338;UDP;Unknown;1
55339;UDP;STUN;2
55346;UDP;BitTorrent;2
55350;UDP;BitTorrent;1
55355;UDP;STUN;2
55360;TCP;Unknown;1
55360;UDP;BitTorrent;1
55364;TCP;RDP;1
55383;TCP;Unknown;3
55383;UDP;BitTorrent;1
55386;UDP;Unknown;1
55392;TCP;RDP;1
55395;UDP;STUN;2
55397;UDP;STUN;1
55407;TCP;RDP;1
55417;UDP;BitTorrent;1
55422;UDP;BitTorrent;1
55424;TCP;Unknown;1
55424;UDP;BitTorrent;1
55424;UDP;Signal;1
55425;TCP;Unknown;1
55425;UDP;BitTorrent;1
55426;UDP;STUN;2
55427;UDP;STUN;1
55436;UDP;STUN;2
55451;UDP;BitTorrent;1
55453;UDP;Signal;2
55458;UDP;STUN;2
55464;TCP;Unknown;1
55464;UDP;BitTorrent;1
55469;UDP;BitTorrent;1
55476;TCP;RDP;1
55484;UDP;BitTorrent;1
55497;UDP;BitTorrent;3
55497;UDP;STUN;1
55497;UDP;Signal;1
55498;UDP;BitTorrent;1
55505;UDP;BitTorrent;5
55508;UDP;Signal;1
55513;UDP;Signal;2
55515;TCP;SSH;1
55515;UDP;STUN;2
55516;UDP;STUN;2
55526;TCP;RDP;1
55533;UDP;BitTorrent;1
55555;UDP;BitTorrent;5
55559;TCP;RDP;1
55559;TCP;Unknown;2
55559;UDP;Unknown;1
55560;UDP;Signal;2
55567;UDP;BitTorrent;1
55569;UDP;STUN;2
55581;UDP;STUN;2
55588;TCP;RDP;1
55601;UDP;STUN;1
55603;UDP;BitTorrent;1
55607;UDP;Signal;2
55616;TCP;BitTorrent;1
55618;TCP;MsSQL-TDS;1
55625;UDP;STUN;1
55628;TCP;RDP;1
55633;UDP;BitTorrent;2
55636;UDP;BitTorrent;1
55636;UDP;SSDP;1
55641;UDP;STUN;2
55646;UDP;BitTorrent;2
55649;UDP;BitTorrent;1
55657;UDP;Signal;3
55659;UDP;Signal;2
55662;UDP;STUN;2
55663;TCP;RDP;1
55673;UDP;STUN;1
55673;UDP;Signal;1
55678;UDP;BitTorrent;1
55682;UDP;BitTorrent;1
55691;UDP;STUN;2
55694;UDP;Signal;1
55697;UDP;BitTorrent;1
55706;UDP;BitTorrent;1
55707;UDP;BitTorrent;1
55709;UDP;BitTorrent;1
55711;TCP;Unknown;1
55711;UDP;BitTorrent;1
55711;UDP;STUN;2
55712;TCP;RDP;1
55712;TCP;Unknown;1
55712;UDP;STUN;2
55726;TCP;Unknown;3
55726;UDP;BitTorrent;1
55726;UDP;Unknown;1
55728;UDP;BitTorrent;2
55734;UDP;STUN;2
55740;TCP;MsSQL-TDS;1
55747;TCP;RDP;1
55751;UDP;STUN;2
55761;UDP;BitTorrent;1
55769;UDP;BitTorrent;1
55778;UDP;BitTorrent;1
55782;UDP;BitTorrent;1
55804;UDP;STUN;1
55817;TCP;TLS;1
55819;TCP;RDP;1
55820;UDP;STUN;2
55823;TCP;Unknown;3
55823;UDP;BitTorrent;1
55829;TCP;Unknown;3
55829;UDP;STUN;2
55829;UDP;Unknown;1
55832;UDP;BitTorrent;1
55836;UDP;BitTorrent;1
55838;TCP;SSH;1
55840;TCP;Unknown;3
55840;UDP;BitTorrent;1
55858;UDP;BitTorrent;1
55858;UDP;STUN;2
55862;UDP;BitTorrent;1
55864;UDP;STUN;1
55866;TCP;RDP;1
55870;TCP;SSH;1
55874;TCP;RDP;1
55879;TCP;Unknown;4
55879;UDP;BitTorrent;1
55882;TCP;RDP;1
55885;UDP;BitTorrent;1
55886;TCP;BitTorrent;1
55886;UDP;BitTorrent;1
55887;TCP;Unknown;1
55887;UDP;BitTorrent;1
55888;UDP;BitTorrent;3
55891;TCP;Unknown;3
55891;UDP;Unknown;1
55894;UDP;BitTorrent;1
55896;UDP;BitTorrent;1
55897;UDP;STUN;2
55898;UDP;STUN;2
55903;TCP;Unknown;3
55903;UDP;STUN;2
55903;UDP;Unknown;1
55914;UDP;STUN;1
55919;UDP;BitTorrent;2
55922;TCP;RDP;1
55923;TCP;RDP;1
55932;UDP;Signal;2
55934;TCP;RDP;1
55934;UDP;BitTorrent;1
55939;TCP;MsSQL-TDS;1
55940;UDP;Signal;2
55942;TCP;RDP;1
55950;UDP;STUN;1
55957;UDP;STUN;1
55958;TCP;BitTorrent;1
55958;UDP;BitTorrent;1
55961;TCP;RDP;1
55962;TCP;Unknown;1
55962;UDP;BitTorrent;1
55968;TCP;RDP;1
55982;UDP;STUN;2
55987;TCP;SSH;1
55994;UDP;BitTorrent;1
55996;UDP;Signal;1
56001;UDP;BitTorrent;1
56002;UDP;BitTorrent;1
56006;UDP;BitTorrent;1
56010;TCP;RDP;1
56013;UDP;Signal;2
56014;TCP;Unknown;2
56014;UDP;Unknown;1
56021;UDP;BitTorrent;6
56027;UDP;Signal;2
56028;UDP;BitTorrent;1
56030;UDP;BitTorrent;3
56032;UDP;STUN;1
56038;UDP;Signal;1
56044;UDP;BitTorrent;2
56055;UDP;BitTorrent;1
56055;UDP;Signal;1
56058;TCP;RDP;1
56062;UDP;BitTorrent;1
56062;UDP;Signal;2
56065;UDP;Signal;2
56071;UDP;BitTorrent;1
56078;UDP;STUN;2
56081;UDP;BitTorrent;1
56081;UDP;STUN;2
56085;UDP;Signal;2
56086;TCP;RDP;1
56087;UDP;BitTorrent;1
56087;UDP;STUN;1
56087;UDP;Signal;1
56090;UDP;BitTorrent;5
56092;UDP;Signal;2
56093;UDP;BitTorrent;1
56095;UDP;BitTorrent;2
56096;TCP;RDP;1
56099;UDP;BitTorrent;1
56104;TCP;Unknown;2
56104;UDP;BitTorrent;1
56107;UDP;STUN;2
56117;UDP;STUN;2
56121;TCP;Unknown;1
56121;UDP;BitTorrent;1
56126;TCP;RDP;1
56137;TCP;Unknown;1
56137;UDP;BitTorrent;1
56141;TCP;RDP;1
56141;UDP;STUN;2
56144;UDP;STUN;1
56145;TCP;TLS;1
56146;UDP;STUN;1
56154;UDP;BitTorrent;1
56155;UDP;STUN;1
56158;UDP;STUN;1
56168;UDP;Signal;2
56172;UDP;STUN;2
56174;UDP;STUN;2
56176;TCP;RDP;1
56179;UDP;STUN;2
56180;TCP;RDP;1
56189;UDP;STUN;1
56189;UDP;Signal;2
56190;TCP;Unknown;1
56190;UDP;BitTorrent;1
56190;UDP;Signal;2
56202;TCP;RDP;1
56204;UDP;STUN;2
56206;TCP;RDP;1
56206;TCP;Unknown;2
56209;UDP;BitTorrent;1
56216;UDP;BitTorrent;2
56218;TCP;HTTP;1
56222;UDP;BitTorrent;1
56222;UDP;STUN;1
56225;UDP;STUN;2
56226;UDP;BitTorrent;2
56230;TCP;MsSQL-TDS;1
56231;TCP;RDP;1
56237;UDP;BitTorrent;1
56243;UDP;BitTorrent;1
56246;UDP;Signal;1
56248;UDP;BitTorrent;1
56252;UDP;BitTorrent;1
56269;TCP;RDP;1
56271;UDP;STUN;2
56272;UDP;STUN;2
56287;UDP;STUN;1
56296;UDP;BitTorrent;6
56309;UDP;BitTorrent;1
56310;UDP;BitTorrent;1
56311;UDP;WhatsAppCall;2
56322;UDP;STUN;2
56323;UDP;Unknown;1
56327;UDP;BitTorrent;1
56331;UDP;BitTorrent;2
56333;UDP;STUN;2
56337;UDP;STUN;2
56340;UDP;STUN;1
56343;UDP;BitTorrent;1
56343;UDP;Signal;2
56347;UDP;Signal;1
56348;UDP;BitTorrent;1
56353;TCP;RDP;1
56355;UDP;STUN;2
56356;TCP;Unknown;1
56356;UDP;Unknown;1
56358;UDP;STUN;1
56358;UDP;Signal;2
56364;TCP;RDP;1
56368;UDP;Signal;1
56378;TCP;TLS;1
56381;UDP;STUN;3
56384;TCP;RDP;1
56386;UDP;STUN;2
56390;UDP;STUN;2
56392;UDP;BitTorrent;1
56402;UDP;STUN;1
56403;UDP;STUN;1
56426;TCP;RDP;1
56427;UDP;Signal;2
56433;UDP;BitTorrent;1
56436;TCP;MsSQL-TDS;1
56436;UDP;BitTorrent;5
56443;TCP;Unknown;3
56443;UDP;BitTorrent;1
56452;UDP;Unknown;3
56454;TCP;SSH;1
56455;UDP;STUN;1
56459;UDP;STUN;2
56461;UDP;STUN;1
56461;UDP;Signal;1
56470;UDP;BitTorrent;1
56471;UDP;STUN;2
56476;UDP;BitTorrent;2
56488;UDP;BitTorrent;1
56493;UDP;BitTorrent;1
56494;TCP;Unknown;1
56494;UDP;Unknown;1
56499;UDP;BitTorrent;1
56508;UDP;Signal;1
56511;UDP;BitTorrent;1
56519;UDP;Signal;2
56533;UDP;Unknown;1
56536;UDP;BitTorrent;3
56539;UDP;BitTorrent;1
56540;TCP;RDP;1
56541;UDP;STUN;1
56550;TCP;Unknown;2
56550;UDP;BitTorrent;1
56550;UDP;STUN;1
56552;UDP;BitTorrent;1
56565;TCP;Unknown;3
56565;UDP;BitTorrent;1
56568;UDP;BitTorrent;1
56575;UDP;STUN;1
56577;TCP;RDP;1
56577;TCP;Unknown;3
56577;UDP;BitTorrent;1
56577;UDP;Unknown;1
56579;UDP;BitTorrent;1
56591;TCP;RDP;1
56592;UDP;BitTorrent;1
56605;UDP;STUN;1
56608;TCP;RDP;1
56609;UDP;STUN;1
56609;UDP;Signal;1
56614;UDP;STUN;2
56619;UDP;STUN;2
56623;TCP;RDP;1
56626;UDP;STUN;1
56628;TCP;RDP;1
56628;UDP;Signal;2
56642;UDP;BitTorrent;1
56643;UDP;STUN;2
56645;TCP;RDP;1
56646;UDP;BitTorrent;1
56646;UDP;GoogleHangoutDuo;2
56648;UDP;Signal;2
56650;UDP;STUN;1
56664;UDP;BitTorrent;1
56666;UDP;BitTorrent;1
56670;UDP;BitTorrent;2
56684;TCP;TLS;1
56688;UDP;Signal;2
56704;UDP;BitTorrent;2
56706;TCP;MsSQL-TDS;1
56708;TCP;RDP;1
56712;UDP;BitTorrent;1
56717;UDP;BitTorrent;2
56717;UDP;STUN;2
56724;UDP;STUN;2
56725;UDP;BitTorrent;1
56726;UDP;Signal;2
56735;UDP;BitTorrent;1
56736;UDP;BitTorrent;1
56740;UDP;STUN;2
56741;UDP;BitTorrent;5
56752;TCP;RDP;1
56755;TCP;Unknown;3
56755;UDP;Unknown;1
56758;UDP;BitTorrent;1
56759;UDP;BitTorrent;1
56760;TCP;Unknown;1
56760;UDP;BitTorrent;2
56778;UDP;GoogleHangoutDuo;2
56783;UDP;STUN;2
56784;UDP;Unknown;1
56785;UDP;STUN;1
56810;UDP;BitTorrent;1
56811;TCP;Unknown;3
56811;UDP;BitTorrent;1
56814;UDP;BitTorrent;1
56838;UDP;BitTorrent;1
56840;UDP;BitTorrent;1
56842;UDP;BitTorrent;1
56849;TCP;Unknown;1
56849;UDP;Unknown;1
56850;UDP;STUN;1
56850;UDP;Signal;1
56857;UDP;STUN;1
56862;TCP;RDP;1
56864;UDP;STUN;1
56865;UDP;GoogleHangoutDuo;2
56865;UDP;STUN;2
56868;TCP;HTTP;1
56874;UDP;STUN;1
56881;TCP;BitTorrent;1
56881;TCP;Unknown;3
56881;UDP;BitTorrent;2
56881;UDP;Signal;1
56886;UDP;BitTorrent;3
56891;TCP;RDP;1
56898;UDP;STUN;1
56898;UDP;Signal;1
56906;TCP;RDP;1
56911;UDP;Signal;1
56914;UDP;BitTorrent;1
56922;UDP;STUN;2
56924;UDP;BitTorrent;1
56943;UDP;STUN;3
56951;TCP;RDP;1
56952;UDP;STUN;1
56956;UDP;BitTorrent;1
56961;UDP;STUN;2
56961;UDP;Signal;2
56962;TCP;RDP;1
56973;TCP;RDP;1
56983;UDP;STUN;2
56986;UDP;STUN;2
56987;UDP;STUN;2
56988;TCP;BitTorrent;1
56988;TCP;Unknown;3
56988;UDP;BitTorrent;1
56991;UDP;Signal;1
56997;UDP;BitTorrent;1
56999;TCP;Unknown;1
56999;UDP;BitTorrent;1
56999;UDP;Unknown;1
57000;UDP;STUN;2
57017;UDP;BitTorrent;1
57021;TCP;Unknown;3
57021;UDP;BitTorrent;1
57024;UDP;STUN;1
57025;UDP;STUN;2
57027;TCP;RDP;1
57033;UDP;STUN;1
57036;UDP;STUN;2
57041;UDP;BitTorrent;1
57045;TCP;MsSQL-TDS;1
57051;TCP;RDP;1
57052;UDP;STUN;2
57054;TCP;RDP;1
57057;UDP;STUN;1
57059;TCP;RDP;1
57060;UDP;STUN;1
57062;TCP;Unknown;2
57072;UDP;STUN;2
57075;UDP;BitTorrent;1
57079;UDP;STUN;1
57084;UDP;Signal;2
57089;UDP;BitTorrent;1
57092;TCP;Unknown;73
57093;TCP;RDP;1
57093;UDP;BitTorrent;3
57096;UDP;GoogleHangoutDuo;1
57096;UDP;STUN;1
57111;UDP;BitTorrent;1
57134;UDP;STUN;2
57138;TCP;HTTP;1
57138;UDP;STUN;1
57143;UDP;Signal;2
57146;UDP;Signal;1
57154;UDP;STUN;1
57155;TCP;Unknown;1
57156;TCP;RDP;1
57166;UDP;STUN;2
57172;TCP;RDP;1
57179;TCP;RDP;1
57179;UDP;STUN;3
57183;TCP;Unknown;2
57183;UDP;Unknown;1
57184;UDP;GoogleHangoutDuo;1
57184;UDP;STUN;1
57186;UDP;Signal;2
57189;UDP;STUN;2
57189;UDP;Signal;1
57192;UDP;STUN;1
57195;TCP;RDP;1
57197;UDP;BitTorrent;2
57198;UDP;Signal;2
57204;UDP;BitTorrent;1
57210;UDP;BitTorrent;1
57214;UDP;STUN;2
57220;UDP;Signal;2
57222;UDP;STUN;1
57226;UDP;BitTorrent;5
57230;TCP;RDP;1
57236;UDP;STUN;2
57238;UDP;STUN;2
57240;UDP;Signal;2
57253;UDP;Signal;1
57258;UDP;STUN;2
57261;TCP;Unknown;3
57266;UDP;BitTorrent;1
57270;UDP;BitTorrent;1
57274;UDP;BitTorrent;3
57274;UDP;STUN;2
57280;UDP;Signal;1
57291;TCP;RDP;1
57297;UDP;STUN;2
57301;UDP;BitTorrent;1
57308;UDP;BitTorrent;1
57310;UDP;STUN;2
57318;TCP;Unknown;3
57318;UDP;Unknown;1
57320;UDP;Signal;2
57323;TCP;RDP;1
57329;UDP;STUN;1
57329;UDP;Signal;1
57330;TCP;RDP;1
57331;UDP;Signal;2
57333;UDP;STUN;1
57344;UDP;BitTorrent;1
57350;UDP;STUN;1
57351;UDP;BitTorrent;6
57351;UDP;STUN;1
57357;TCP;RDP;1
